epoch,loss,miou,macc,fwiou,lr,model
1,2.08253276080539,0.2855433796104069,0.3449734064858598,0.7391940799249226,0.0004992370400989493,projection
2,1.2524791184593649,0.3606237000341993,0.44070018043879045,0.7558313876815712,0.0004969528642972967,projection
3,1.0511563701710833,0.37535716302514943,0.4481485086142035,0.7473469432550337,0.000493161555298425,projection
4,0.9549909501621967,0.38562454502053095,0.48247163857884173,0.7645029474478711,0.00048788648778305053,projection
5,0.9036744004432631,0.39158991302702373,0.49854327347731736,0.7698957420030389,0.0004811601842965435,projection
6,0.8713462710749623,0.4080239497245348,0.5169125882891032,0.7695096567117686,0.00047302411473662103,projection
7,0.8430749068596045,0.4265935376856889,0.5338698816881504,0.7702060567018786,0.0004635284406776378,projection
8,0.8229924580630135,0.43744127450149173,0.5250607885302335,0.7733024760493414,0.0004527317061077995,projection
9,0.8088497199787075,0.4291018260202859,0.5290641253085719,0.76415633589725,0.0004407004764860077,projection
10,0.7941272138349781,0.4334743290738171,0.5450775648999822,0.7664121066550076,0.0004275089283436705,projection
11,0.7830374910274157,0.4398000423578093,0.5420960903148423,0.7704053111257778,0.0004132383919617205,projection
12,0.771962774242779,0.43908438296878555,0.545737222802645,0.7706134131553518,0.00039797684994238706,projection
13,0.759966525223233,0.43571187658646415,0.5476903403072615,0.7722693534689037,0.00038181839476719725,projection
14,0.7516041906902295,0.43476949578234264,0.5312270843663792,0.7623203248281731,0.00036486264868553777,projection
15,0.7431740689296102,0.43416636898495464,0.5452256125630095,0.7666835314562629,0.0003472141495103597,projection
16,0.7381175627741652,0.4442720562218932,0.5329897152453896,0.7707498939623694,0.00032898170610779946,projection
17,0.7335023268273002,0.4368279957337192,0.5473373133633881,0.768310398651149,0.00031027772755433657,projection
18,0.7275642502603147,0.4433844272521938,0.5459266629746735,0.7696982717808084,0.0002912175300974571,projection
19,0.7221558459864312,0.4443407943513859,0.5404272397537648,0.7703607466134466,0.0002719186261926416,projection
20,0.7184139411239063,0.44264296311391477,0.5484808335067046,0.7714417295418042,0.00025249999999999996,projection
21,0.7146568113805339,0.4404271265495704,0.5398305508053731,0.7683571527423255,0.00023308137380735836,projection
22,0.7100664467173096,0.4430591206191211,0.5441334408063853,0.7718853039431699,0.00021378246990254288,projection
23,0.7053042786316975,0.44275211870723896,0.5334795921108977,0.7659300806185847,0.0001947222724456634,projection
24,0.7009541931628442,0.44058096848327255,0.5488860315916759,0.7697517694184298,0.0001760182938922005,projection
25,0.6984084720951116,0.4461849174951908,0.53819673630927,0.7668379349014142,0.00015778585048964024,projection
26,0.6936862872388709,0.4419255949427223,0.54836124801663,0.767264921701571,0.00014013735131446212,projection
27,0.6933607093228644,0.44317891521228825,0.5367701908857776,0.7690210907112944,0.0001231816052328026,projection
28,0.6901833293699997,0.4382477957265648,0.5405673458371625,0.7640568884762977,0.00010702315005761287,projection
29,0.6885736588815418,0.443568627787352,0.5429080672717879,0.7668973254520378,9.176160803827953e-05,projection
30,0.6857221256653222,0.44608153004414397,0.5406131073457232,0.7676487580014021,7.749107165632946e-05,projection
31,0.6837811458498332,0.4461729996302375,0.5431879399651329,0.7693031185411987,6.429952351399232e-05,projection
32,0.6828570165224489,0.44751727828705035,0.5380481251983645,0.769164582386335,5.226829389220051e-05,projection
33,0.6815810380244034,0.44665337689418744,0.5430804350812692,0.7679095650859679,4.1471559322362165e-05,projection
34,0.6810417531444561,0.44445339555115304,0.5377078695976562,0.7675037776793883,3.197588526337896e-05,projection
35,0.6788294659494984,0.44724089631084785,0.5419616019547988,0.7687285776087275,2.3839815703456522e-05,projection
36,0.6784961836718184,0.44476385360132475,0.5415560238956163,0.7670870236580261,1.7113512216949496e-05,projection
37,0.6777354064556098,0.44622385497836503,0.5392687466823514,0.767891845059502,1.1838444701575051e-05,projection
38,0.6772403694896875,0.44615046764579275,0.5397546470189979,0.7677719071853621,8.04713570270343e-06,projection
39,0.6767836851139925,0.4465041774358165,0.540267020065394,0.7679405996744498,5.7629599010508294e-06,projection
40,0.676555001375845,0.44679418058084786,0.5403850137130133,0.7680401854705619,5e-06,projection
