epoch,loss,miou,macc,fwiou,lr,model
1,2.134690417224778,0.21640080601227152,0.26820456718174357,0.6812579975982107,0.0004992370400989493,direct
2,1.448559511925783,0.2595684741709286,0.3237988616317684,0.7130961454207196,0.0004969528642972967,direct
3,1.285288700378347,0.27558279781886375,0.3442560849665965,0.7193587116059262,0.000493161555298425,direct
4,1.1919833635767179,0.2875977721924954,0.3552086968886963,0.7288766992525848,0.00048788648778305053,direct
5,1.1333551384716212,0.2964749810706725,0.36706278598183906,0.7324324474878683,0.0004811601842965435,direct
6,1.0903819209835477,0.30008142232068574,0.39671165618562926,0.7415612465285235,0.00047302411473662103,direct
7,1.0580940120175897,0.31041919377337357,0.4001346850935737,0.7404524510304353,0.0004635284406776378,direct
8,1.0339113444366692,0.30978267490162104,0.41590962495662054,0.746013144578092,0.0004527317061077995,direct
9,1.0117651947511608,0.30637271496549,0.40888248557211904,0.7375449590788663,0.0004407004764860077,direct
10,0.9932695504497079,0.313842825678457,0.40982834738226004,0.7474229656906934,0.0004275089283436705,direct
11,0.9730401591804374,0.32077725569414034,0.4150760784506078,0.7505864791609047,0.0004132383919617205,direct
12,0.9592133866098274,0.322555465314101,0.4138742040975116,0.7482630561759036,0.00039797684994238706,direct
13,0.9442355954794692,0.3259783172933428,0.42083245034926825,0.7473633717382304,0.00038181839476719725,direct
14,0.9315775592260686,0.32495315338524033,0.4152220092694411,0.7465566402983845,0.00036486264868553777,direct
15,0.9213614802426967,0.33025445830492905,0.41951749916280506,0.7485068363194183,0.0003472141495103597,direct
16,0.9152492371505997,0.3370943743901572,0.43691871058475923,0.753328809394233,0.00032898170610779946,direct
17,0.9048722951958423,0.3367569444986089,0.4306941607453413,0.753231293933126,0.00031027772755433657,direct
18,0.8969936418367244,0.3363110529536757,0.4277893232544761,0.7514046734881105,0.0002912175300974571,direct
19,0.8892232438451365,0.3364788010604557,0.4345378294552922,0.7530425623540575,0.0002719186261926416,direct
20,0.8814982124618701,0.34034416697831327,0.4388908648832309,0.7563013166919232,0.00025249999999999996,direct
21,0.8755747462758339,0.3453329348233176,0.4424398344723628,0.7560690224847875,0.00023308137380735836,direct
22,0.871435972282392,0.34145132907857517,0.4364306989138119,0.7568963596576018,0.00021378246990254288,direct
23,0.8653656652560544,0.3428493650739741,0.4363651799445577,0.7562438303930157,0.0001947222724456634,direct
24,0.8604979121094518,0.3423662121609532,0.4351974051893116,0.7559984120201214,0.0001760182938922005,direct
25,0.8561925681844216,0.34461774652492316,0.4404359105314135,0.7571061455574194,0.00015778585048964024,direct
26,0.8533204264316028,0.34493311278984695,0.43860502440478843,0.7558690878900439,0.00014013735131446212,direct
27,0.8502869374427264,0.3449475827199298,0.4374908929091505,0.7547095753130187,0.0001231816052328026,direct
28,0.8475747113995508,0.3475429781491658,0.4383326624602777,0.757879017758418,0.00010702315005761287,direct
29,0.8456925647362098,0.34631012962903673,0.44149556045412897,0.7562619092242822,9.176160803827953e-05,direct
30,0.8429729528840482,0.3446439820358148,0.4364405663911975,0.7558048976208886,7.749107165632946e-05,direct
31,0.8412801867391303,0.3447835719589515,0.44185526641953876,0.7551402348206637,6.429952351399232e-05,direct
32,0.8392040349842963,0.3469398484922449,0.44045285813511165,0.7567245101191995,5.226829389220051e-05,direct
33,0.8380995644688976,0.34573572882953196,0.4378079635431491,0.7553224789187473,4.1471559322362165e-05,direct
34,0.8369491306989923,0.34592471881657133,0.4379083814153921,0.7559096189790575,3.197588526337896e-05,direct
35,0.8358765596022177,0.34701956405610535,0.4411435291613228,0.7567939296894045,2.3839815703456522e-05,direct
36,0.8350112799889532,0.3469642102338476,0.4408232658477559,0.7561935088344393,1.7113512216949496e-05,direct
37,0.8346323041078106,0.34706184253094363,0.4408722330277449,0.7566483633984368,1.1838444701575051e-05,direct
38,0.834004437499002,0.3477343945368134,0.4416882195586883,0.7572168476100066,8.04713570270343e-06,direct
39,0.8337530445757296,0.3473961325443661,0.4412123055266284,0.756939202444403,5.7629599010508294e-06,direct
40,0.8335633468424942,0.3472479240220496,0.4411843534116,0.7568540284577555,5e-06,direct
