epoch,loss,miou,macc,fwiou,lr,model
1,2.9428858764400423,0.06275619429535409,0.09836075164580711,0.3459314587728394,0.0004992370400989493,baseline
2,2.2446335803244506,0.07955599887786019,0.13445337268136828,0.3730791619789911,0.0004969528642972967,baseline
3,2.09920042236523,0.10998302565458515,0.1575666627803487,0.44801528220994025,0.000493161555298425,baseline
4,2.0285679483930394,0.11487711914478255,0.16377958367189868,0.4583205300534394,0.00048788648778305053,baseline
5,1.9788284120914,0.11858153199314181,0.1703576559953823,0.46617515433356554,0.0004811601842965435,baseline
6,1.9421780818018013,0.12231942503389408,0.17196175573624767,0.47716244037782307,0.00047302411473662103,baseline
7,1.917098345586759,0.11864096488440427,0.1819321942239035,0.4551103138266124,0.0004635284406776378,baseline
8,1.8965156866300954,0.12485303124037601,0.1802083542632944,0.48010929274746084,0.0004527317061077995,baseline
9,1.8803268488346607,0.12740794425498836,0.18117024456519018,0.48917717929890336,0.0004407004764860077,baseline
10,1.865138495116042,0.1282280506633287,0.18395502414792075,0.4890886633656935,0.0004275089283436705,baseline
11,1.851403876447087,0.1311453677071968,0.1865098988068567,0.49424041728110507,0.0004132383919617205,baseline
12,1.8424924416438715,0.12991203892139253,0.18388421860084098,0.4957834440418988,0.00039797684994238706,baseline
13,1.8338825983159683,0.1321378970330775,0.18791301203373006,0.49810986655301037,0.00038181839476719725,baseline
14,1.8260313320455168,0.13350965357632225,0.18667142871423875,0.504065011282657,0.00036486264868553777,baseline
15,1.8163765388376572,0.1324725936140583,0.185886286203519,0.5026903736004582,0.0003472141495103597,baseline
16,1.8101321921998133,0.1347089242915145,0.19221045839026563,0.5022994569359008,0.00032898170610779946,baseline
17,1.805185945964081,0.13597375095765407,0.18701963535151706,0.5109894716682798,0.00031027772755433657,baseline
18,1.7987663793859099,0.13767658002040106,0.1917609182774408,0.5117088276419995,0.0002912175300974571,baseline
19,1.7942216852132011,0.136711336027323,0.1894800300611274,0.5126287839020294,0.0002719186261926416,baseline
20,1.790197188086554,0.13563056575476462,0.18817823302865624,0.512069983330921,0.00025249999999999996,baseline
21,1.7855661924778492,0.13895716752337084,0.19310398948433777,0.5145640188825805,0.00023308137380735836,baseline
22,1.7824877650929678,0.13650913031737,0.19375764184634908,0.5091455357690382,0.00021378246990254288,baseline
23,1.7794261881072455,0.13850625364328528,0.19249538968156468,0.5145893462129045,0.0001947222724456634,baseline
24,1.7757882549666768,0.14005041445936658,0.19468858267100853,0.5160660624389998,0.0001760182938922005,baseline
25,1.7738113060086136,0.14043999161679943,0.19438062277600973,0.5191589524669801,0.00015778585048964024,baseline
26,1.771426125761156,0.13961630180188606,0.19337984109821374,0.5178761754611662,0.00014013735131446212,baseline
27,1.7687629393010686,0.1394549020552865,0.19326865016340294,0.5185894135263955,0.0001231816052328026,baseline
28,1.7675208416147499,0.14119938889070544,0.19497164620064206,0.5208200253614031,0.00010702315005761287,baseline
29,1.765682088885883,0.1413057189481064,0.19795116288434084,0.5188019703334995,9.176160803827953e-05,baseline
30,1.7640142470321418,0.14148406566664706,0.19428081610798537,0.5220047223083651,7.749107165632946e-05,baseline
31,1.7633174229701607,0.14197460505431603,0.19592511020302855,0.5217454567168722,6.429952351399232e-05,baseline
32,1.7619518541699224,0.14188399141056268,0.1955576748817508,0.5223488345846818,5.226829389220051e-05,baseline
33,1.7609200918637562,0.14251780493393545,0.1968665181272583,0.5226678263814902,4.1471559322362165e-05,baseline
34,1.7603744013759743,0.14211654527403922,0.19612007996731617,0.5224133053870549,3.197588526337896e-05,baseline
35,1.7596622709150285,0.1422512991822179,0.1963814561539356,0.5226337499105597,2.3839815703456522e-05,baseline
36,1.7591627921113289,0.14244542660725334,0.19693192255439695,0.5226257305907593,1.7113512216949496e-05,baseline
37,1.7589296565705408,0.14222980064398844,0.19650324707632055,0.5225047057577897,1.1838444701575051e-05,baseline
38,1.7585642612755483,0.1424015399145353,0.19661513088508908,0.5228675930853631,8.04713570270343e-06,baseline
39,1.7584202324642855,0.1424014897561589,0.19648171216161764,0.5229858470481821,5.7629599010508294e-06,baseline
40,1.7583624534193576,0.14241887606731302,0.19657672418217992,0.5229400245543594,5e-06,baseline
